Index,Date,Name,Tweet
521,Wed Apr 29 11:10:33 +0000 2020,Edison A. Carrasco,"Just Out📣at @NEJM 📰In metastatic castration-resistant #prostatecancer that had disease progression while on enzalutamide or abiraterone &amp;had alterations in genes🧬w/a role in homologous recombination repair, olaparib was associated w/longer PFS‼️ #AACR20 https://t.co/UlM259rDgi https://t.co/xSv9nSagiN"
522,Wed Apr 29 11:11:04 +0000 2020,CDNCC MICONS,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
523,Wed Apr 29 11:11:16 +0000 2020,"Charu Aggarwal, MD, MPH","#AACR20 Part I was a success. Huge congratulations to the entire @AACR team for this incredible #virtual effort! We look forward to part II in June, w/a special session on #COVID19 in #Cancer. But before that, looking forward to #ASCO20 @ASCO"
524,Wed Apr 29 11:11:45 +0000 2020,Colleen Lance,"Oncologists are very used to see the Kaplan-Meier curve. For COVID-19, the curve shows statistically significant with Y-axis represented by days, not even months. It is a very sad outcome. Thanks, @AACR for providing this opportunity to learn so that we can fight w/data. #AACR20 https://t.co/VtVTqPxd3b"
525,Wed Apr 29 11:11:55 +0000 2020,Edison A. Carrasco,Kudos to @barlesi of @GustaveRoussy et al for this detailed analysis of cancer patients with #COVID19 @AACR #AACR20 @lalbiges @jsoria @FAndreMD https://t.co/jHBGoQr5a6
526,Wed Apr 29 11:12:01 +0000 2020,Abcam,"Do you have a few minutes? Interested in ICC? Join our #VirtualEvent today for ""Introduction to #Immunocytochemistry: principles, protocol steps &amp; troubleshooting” with Antonella Galli. Join us daily as we stream our #AACR20 content, April 27- May 1. https://t.co/zW0EMb3fF3 https://t.co/a74UO0EFYv"
527,Wed Apr 29 11:13:57 +0000 2020,Edison A. Carrasco,"Here’s what would help patients: 

If in addition to a lengthy and detailed paper &amp; https://t.co/ebWn8BVV8u entry, trialists  had a clear 1-page infographic detailing which patients were enrolled, what each arm got &amp; what the average results were. 

1/2

#AACR2020 @OncoAlert"
528,Wed Apr 29 11:15:04 +0000 2020,"`((,(Dieter 'Hovekamp)))",#NOXXON Presents Latest Clinical Data From the Phase 1/2 #NOXA12 / #Keytruda® Combination Trial in #ColorectalCancer and #PancreaticCancer at the #AACR20 $ALNOX https://t.co/JMOXuY8FpI
529,Wed Apr 29 11:15:57 +0000 2020,"Nathan A. Pennell MD, PhD, FASCO",#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience https://t.co/IsqKfLCWo0
530,Wed Apr 29 11:16:07 +0000 2020,Dr Joseph McCollom DO,"This is huge👇🏼

#Immunotherapy dosing esp amidst💡 on how to ⬇️exposure of #cancer patients amidst  #COVID19 #coronavirus #pandemic. #COVID19nCancer #AACR20 

@US_FDA @FDAOncology Approves @Merck #KEYTRUDA➖#pembrolizumab

➡️400 mg Q6️⃣Weeks✅

#OncoAlert 
https://t.co/g6HfMWGshU https://t.co/s1oJjN0Ycu"
531,Wed Apr 29 11:16:09 +0000 2020,Biotech-Catalyst,"@ScienceMagazine @CellPressNews @MountSinaiNYC Potential therapies to treat #COVID19 hyperinflammation. #CytokineStorm

Targets: GM-CSF, IL-17, IL-23, TNF, IL-6, JAK &amp; IL-1

Companies: $IMAB $HGEN $GSK $RHHBY $SNY $REGN $EUSA $NVS $INCY $AMGN $PFE $LLY $ABBV $BMY $ALPMY $ALXN $KNSA $SOBI $JNJ @Roivant

https://t.co/bLGxRlKKu1"
532,Wed Apr 29 11:17:10 +0000 2020,"Nathan A. Pennell MD, PhD, FASCO","We should immediately move to switch stable patients to q6 week pembro, will be a big help in reducing unnecessary visits! #COVIDー19 #LCSM"
533,Wed Apr 29 11:17:30 +0000 2020,"`((,(Dieter 'Hovekamp)))",STAT story on this Gracell allo data. Definitely one of the more intriguing things we saw at #AACR20. https://t.co/EQJ9wzHiJk
534,Wed Apr 29 11:17:40 +0000 2020,1stOncology,#IntelliaTherapeutics to Present New Preclinical Data from Its #CRISPR/#Cas9 Programs at the 23rd Annual Meeting of the #AACR20 $NTLA https://t.co/jWIl5t7x3I
535,Wed Apr 29 11:18:25 +0000 2020,jose chaple,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
536,Wed Apr 29 11:19:47 +0000 2020,"Darcy Burbage, DNP, RN, AOCN","#COVID19 and #Cancer: watch my quick summary on the data presented at #AACR20 by @marinagarassino #TERAVOLT and @barlesi talking about the @GustaveRoussy experience. #LCSM @OncoAlert 
@PennMedicine @PennMedNews"
537,Wed Apr 29 11:22:10 +0000 2020,Julio F. de Cossío,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
538,Wed Apr 29 11:23:01 +0000 2020,Andrew Hong,That wraps up #AACR20 Virtual Annual Meeting I. Thank you to everyone for following along and tweeting with us. https://t.co/9L1H0PhT4Y
539,Wed Apr 29 11:24:12 +0000 2020,MSKHemOncTrials,"Today's #AACR20's plenary session is #COVID19 and #Cancer. Tune in to hear from MSK's Dr. Louis Voigt, as he presents ""#COVID19 and cancer: Flattening the curve but widening disparities."" @AACR  https://t.co/JGQPnbAwHH"
540,Wed Apr 29 11:25:09 +0000 2020,Brendon Stiles,"Talk from #TRACERx about the use ctDNA in early stage lung cancer to predict patient relapse after surgery, correlating it with minimum residual disease:
⬆️ pre-op ctDNA shedding associated with longer MRD lead-times and shorter DFS times post-op
#AACR20 #AACR2020 #lcsm https://t.co/eqtjL1ypV1"
541,Wed Apr 29 11:25:28 +0000 2020,"Jason Luke, MD, FACP","Ben Creelan, MD @MoffittNews : Interesting Phase 1 trial shows durable CRs to adoptive cell transfer using TILs in #NSCLC. Many patients were low/no PDL1 and had oncogene drivers. Looking forward to seeing future work in this area.   #AACR20 #lcsm #lungcancer @EGFRResisters https://t.co/16GBuyBez9"
542,Wed Apr 29 11:25:32 +0000 2020,MSKHemOncTrials,"Today at 3:50pm tune in to #AACR20's minisymposium ""Evaluating #Cancer Genomics from Normal Tissues through Evolution to Metastatic Disease,"" to hear from @KellyLBolton on ""Oncologic therapy shapes the fitness landscape of #ClonalHematopoiesis."" https://t.co/OGd2f4qvSM https://t.co/PF7CXsVcvq"
543,Wed Apr 29 11:25:45 +0000 2020,MSKHemOncTrials,It's day 2 of #AACR20. For more info on the virtual meeting &amp; what MSK experts will be featured please visit our website. @AACR https://t.co/qBHR2hbBy3
544,Wed Apr 29 11:26:49 +0000 2020,MSKHemOncTrials,"CONGRESS | #AACR20 | Kelly L Bolton, @sloan_kettering, discusses how oncologic therapy shapes the fitness landscape of clonal hematopoiesis (CH) in solid tumors. If clinically validated, CH may guide risk stratification of transformed myeloid neoplasms like AML &amp; MDS #leusm https://t.co/Nk5HfcJF9R"
545,Wed Apr 29 11:28:29 +0000 2020,Biotech-Catalyst,"CONGRESS | #AACR20 | Caron A Jacobson, @DanaFarber, presents results from ZUMA-6: axi-cel + atezolizumab for refractory DLBCL. ORR was 75% with a 46% CR rate and no significant increase in incidence of AEs #lymsm https://t.co/nARISEHLLb"
546,Wed Apr 29 11:28:48 +0000 2020,"Randy C. Miles, MD, MPH","Improved duration of good quality of life, but no improvement in overall survival #bcsm #metastaticbreastcancer https://t.co/m4Dr6kU662"
547,Wed Apr 29 11:29:01 +0000 2020,D. Russler-Germain,"CONGRESS | #AACR20 | Jonathan Pachter discusses the synergistic action of the dual PI3K inhibitor, duvelisib, with PD-1 blockage in solid tumor and lymphoma models. A clinical trial of duvelisib + nivolumab in tFL and Richter’s transformation is ongoing #lymsm https://t.co/aJwPboXCDS"
548,Wed Apr 29 11:29:24 +0000 2020,じん,New data from AACR.  Note that patients w/#cancer who received #radiation did not show statistically significant differences in having any severe events when compared with patients without cancer
549,Wed Apr 29 11:29:28 +0000 2020,じん,"「注目すべきは、放射線治療を受けたがん患者は、非担がん患者に比較して、(訳注:COVID-19に関して)重症になるかどうかに、統計学的有意差は無かった」

ASTRO(米国放射線腫瘍学会)が #AACR20 (2020年のオンライン開催された米国がん学会)で発表された武漢の大学病院からのデータを引用しています。"
550,Wed Apr 29 11:29:41 +0000 2020,abderrahim raissi,"#AACR20 Reminder that #WordsMatter. Just heard ""Many of our pts are metastatic."" Pts don't metastasize. Tumors do. Pts are not their disease so: ""Many of our pts have metastatic dz."" See our lang of respect guide for all speakers at #ASCO20: https://t.co/ne7tIMJLDC #advocacy https://t.co/ZmDYDXNbIP"
551,Wed Apr 29 11:30:03 +0000 2020,D. Russler-Germain,"CONGRESS | #AACR20 | Kelly L Bolton, @sloan_kettering, discusses how oncologic therapy shapes the fitness landscape of clonal hematopoiesis (CH) in solid tumors. If clinically validated, CH may guide risk stratification of transformed myeloid neoplasms like AML &amp; MDS #leusm https://t.co/Nk5HfcJF9R"
552,Wed Apr 29 11:30:06 +0000 2020,Eugenia Riveiro,"Data  at plenary session #AACR20 from @GustaveRoussy by @barlesi shows that #COVID19 prevalence among cancer patients is a) 12%  b) mortality is close to 15% (similar to general population c)Factors correlated with worst outcome: hemopathy, PS2+, recent chemotherapy https://t.co/Ga25jTRfyz"
553,Wed Apr 29 11:32:34 +0000 2020,Medicine Matters oncology,#AACR20 news: Camrelizumab–apatinib has antitumor activity in previously treated #SCLC patients - #PASSION trial data reported by Jie Wang at #AACR2020 #lungcancer #lcsm https://t.co/hVur2GIwAz
554,Wed Apr 29 11:33:13 +0000 2020,じん,重要！
555,Wed Apr 29 11:33:56 +0000 2020,medwireNews,#AACR20 news: Camrelizumab–apatinib has antitumor activity in previously treated #SCLC patients - #PASSION trial data reported by Jie Wang at #AACR2020 #lungcancer #lcsm https://t.co/hVur2GIwAz
556,Wed Apr 29 11:34:52 +0000 2020,Christian Aguila,#Covid19: First results from TERAVOLT registry for thoracic cancers show high mortality rate of COVID-19 in pats w/ thoracic malignancies. Mortality rate of COVID-19 in this group does not appear 2 b linked to specific treatmt/comorbidity. Video: https://t.co/QlXez9T5FB #AACR20 https://t.co/wPkHD6ouqF
557,Wed Apr 29 11:35:04 +0000 2020,Roberto López Hernández,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
558,Wed Apr 29 11:36:37 +0000 2020,Lynda Williams,#AACR20 news: Camrelizumab–apatinib has antitumor activity in previously treated #SCLC patients - #PASSION trial data reported by Jie Wang at #AACR2020 #lungcancer #lcsm https://t.co/hVur2GIwAz
559,Wed Apr 29 11:37:07 +0000 2020,じん,"武漢からの多施設後ろ向き研究。
☑️がん患者は死亡を含めた重症化リスクが高い。
☑️血液腫瘍と肺癌、病期StageIVのリスクが高い。
☑️治療法では、手術や免疫チェックポイント阻害薬は有意に重症化リスクが高い。放射線治療の有無では有意差なし。"
560,Wed Apr 29 11:38:06 +0000 2020,馬主来🏞コビットファイター派 手を洗う放射線治療医,"武漢からの多施設後ろ向き研究。
☑️がん患者は死亡を含めた重症化リスクが高い。
☑️血液腫瘍と肺癌、病期StageIVのリスクが高い。
☑️治療法では、手術や免疫チェックポイント阻害薬は有意に重症化リスクが高い。放射線治療の有無では有意差なし。 https://t.co/ltEwNXcliw"
561,Wed Apr 29 11:38:13 +0000 2020,馬主来🏞コビットファイター派 手を洗う放射線治療医,"「注目すべきは、放射線治療を受けたがん患者は、非担がん患者に比較して、(訳注:COVID-19に関して)重症になるかどうかに、統計学的有意差は無かった」

ASTRO(米国放射線腫瘍学会)が #AACR20 (2020年のオンライン開催された米国がん学会)で発表された武漢の大学病院からのデータを引用しています。 https://t.co/OFppgUN3XK"
562,Wed Apr 29 11:38:32 +0000 2020,馬主来🏞コビットファイター派 手を洗う放射線治療医,New data from AACR.  Note that patients w/#cancer who received #radiation did not show statistically significant differences in having any severe events when compared with patients without cancer https://t.co/41pUGEvmeG
563,Wed Apr 29 11:38:47 +0000 2020,馬主来🏞コビットファイター派 手を洗う放射線治療医,#AACR20 Hongbing Cai presents data showing cancer patients may be more vulnerable to SARS-COV-2 infection. Data were simultaneously published in Cancer Discovery. @CD_AACR https://t.co/ecP5FskLgQ https://t.co/UDX54MAHdS
564,Wed Apr 29 11:38:58 +0000 2020,Ryo. Oncology,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
565,Wed Apr 29 11:40:39 +0000 2020,Mathieu Rousseau,"@n8pennell Lung cancer pts seem to do worse as a subgroup. 

@AACR #AACR20 

Pts with lung cancer, hematologic cancer, or with metastatic cancer (stage IV) had the highest frequency of severe events.

https://t.co/cgqZIOWSUl"
566,Wed Apr 29 11:42:22 +0000 2020,Rakel Rodríguez,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
567,Wed Apr 29 11:42:34 +0000 2020,ESAZUCAR,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
568,Wed Apr 29 11:43:27 +0000 2020,Filip Janku,"People with #LynchSyndrome are more likely to develop #colorectalcancer. But, a study led by our @evilarsan shows taking naproxen daily may reduce that risk: https://t.co/5RNLdY3TGk #AACR20 #endcancer"
569,Wed Apr 29 11:44:02 +0000 2020,Bursatil Biotech,Great timing after #AACR20
570,Wed Apr 29 11:44:46 +0000 2020,ラジエーション猫(ラジねこ),"「注目すべきは、放射線治療を受けたがん患者は、非担がん患者に比較して、(訳注:COVID-19に関して)重症になるかどうかに、統計学的有意差は無かった」

ASTRO(米国放射線腫瘍学会)が #AACR20 (2020年のオンライン開催された米国がん学会)で発表された武漢の大学病院からのデータを引用しています。"
571,Wed Apr 29 11:45:19 +0000 2020,Debra Gottsleben,Great jo @GustaveRoussy team! https://t.co/i6raJVTpWt
572,Wed Apr 29 11:47:12 +0000 2020,Javier Montes,El futuro del diagnóstico del cáncer. Más inversión en investigación en sistemas de cribado y en diagnóstico en fases tempranas salvaría más vidas que cualquier nuevo tratamiento
573,Wed Apr 29 11:47:21 +0000 2020,Normy_cnap,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
574,Wed Apr 29 11:48:08 +0000 2020,Pedro Monzon Barata,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
575,Wed Apr 29 11:49:23 +0000 2020,janet murray,New phase 2 trial results show that addition of Imprime PGG to pembrolizumab is a promising treatment for patients with #metastatic triple-negative #breastcancer #AACR20 https://t.co/6MZSEknwLh
576,Wed Apr 29 11:51:05 +0000 2020,Cortellis,"Positive preclinical and FIH data presented for IPN-60090, a potent GLS1 inhibitor for the oral treatment of KEAP1/NFE2L2-mutant NSCLC and ASNS-low HGSOC under joint development by MD Anderson Center and Ipsen. #AACR20"
577,Wed Apr 29 11:51:07 +0000 2020,"Tom John, MBBS, PhD","#COVID19 #AACR20 #LCSM
TERAVOLT preliminary results by @marinagarassino. An amazing international effort to improve knowledge about #lungcancer &amp; COVID19.
198 pts evaluated with 34.6% of death rate.
Not specific anti-cancer treatment was associated w/ higher mortality #OncoAlert https://t.co/dWUKuoU1qi"
578,Wed Apr 29 11:51:33 +0000 2020,JLFríasA,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
579,Wed Apr 29 11:53:55 +0000 2020,fernando rojas g,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
580,Wed Apr 29 11:57:21 +0000 2020,Nickels Steamroller,A good reminder at #AACR20 from Dr. Sharma about the differences between fundamental immune targets in cancer - different opportunities for benefit from different mechanisms https://t.co/gu7BbOPi24
581,Wed Apr 29 11:58:28 +0000 2020,Ana Iris Victoria,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
582,Wed Apr 29 11:59:02 +0000 2020,"Pashtoon Kasi MD, MS",#AACR20 #COVID19 https://t.co/NLnCsxOEvt
583,Wed Apr 29 12:00:34 +0000 2020,ふかんじゅ(不観樹 露生)@岡山,"「注目すべきは、放射線治療を受けたがん患者は、非担がん患者に比較して、(訳注:COVID-19に関して)重症になるかどうかに、統計学的有意差は無かった」

ASTRO(米国放射線腫瘍学会)が #AACR20 (2020年のオンライン開催された米国がん学会)で発表された武漢の大学病院からのデータを引用しています。 https://t.co/OFppgUN3XK"
584,Wed Apr 29 12:01:10 +0000 2020,Targeted Oncology,"Interim findings of the ongoing phase II ZENITH20 trial demonstrated that poziotinib induced a 68.7% disease control rate when used as treatment of patients with pretreated non–small cell lung cancer harboring an EGFR exon 20 insertion.
https://t.co/DnJFvZUxr0 #AACR20"
585,Wed Apr 29 12:01:17 +0000 2020,Cortellis,"Syndax Pharmaceuticals presents preliminary phase I data for SNDX-5613, their lead menin/MLL interaction inhibitor for the oral treatment of MLL-rearranged (MLL-r) and NPM1-mutant acute leukemias; responses observed in two patients with MLL-r acute leukemia. #AACR20"
586,Wed Apr 29 12:02:10 +0000 2020,Kevin Brent Cook,"There was #cancer before the pandemic, there is cancer now, and there will be cancer after. Thankfully, some research continues. Progress toward off-the-shelf #CAR_T cells, from Shanghai #biotech, at #AACR20: https://t.co/YuVBfGVs5J"
587,Wed Apr 29 12:03:22 +0000 2020,umi,"「注目すべきは、放射線治療を受けたがん患者は、非担がん患者に比較して、(訳注:COVID-19に関して)重症になるかどうかに、統計学的有意差は無かった」

ASTRO(米国放射線腫瘍学会)が #AACR20 (2020年のオンライン開催された米国がん学会)で発表された武漢の大学病院からのデータを引用しています。 https://t.co/OFppgUN3XK"
588,Wed Apr 29 12:04:20 +0000 2020,Dr ESHA J,Atezolizumab + enzalutamide not increasing OS or PFS (vs Enza alone) in prostate cancer (CRPC) - HR1.12. No subgroup appears to benefit and no long-term progressors. This seriously questions any role for ICIs in prostate cancer #AACR20 #prostatecancer https://t.co/VBx5PDu0bO
589,Wed Apr 29 12:05:16 +0000 2020,Dr ESHA J,A good reminder at #AACR20 from Dr. Sharma about the differences between fundamental immune targets in cancer - different opportunities for benefit from different mechanisms https://t.co/gu7BbOPi24
590,Wed Apr 29 12:05:20 +0000 2020,NCI Center for Cancer Research,Haneen Shalabi @NCI_CCR_PedOnc presented her team's findings at yesterday's virtual #AACR20
591,Wed Apr 29 12:06:10 +0000 2020,AML Hub,The @AML_Hub disseminates the latest evidence-based information on acute myeloid #leukemia. Proud to be recognized again as a top #leusm influencer during #AACR20! ⬇️ https://t.co/XVLb5wpEAu
592,Wed Apr 29 12:06:55 +0000 2020,Reinerio Feria Sanchez,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
593,Wed Apr 29 12:07:53 +0000 2020,Dr ESHA J,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
594,Wed Apr 29 12:08:04 +0000 2020,NCI Center for Cancer Research,Haneen Shalabi @NCI_CCR_PedOnc presented her team's findings at yesterday's virtual #AACR20. Read more https://t.co/MBdU2T0r7n via @onclive
595,Wed Apr 29 12:08:46 +0000 2020,Dr ESHA J,Great presentation by Dr. Padmanee Sharma of @MDAndersonNews @AACR #AACR20 on why PD-1 and PD-L1 inhibitors performed poorly in #mCRPC to date and what the next steps should be https://t.co/0vT59YkLKy
596,Wed Apr 29 12:09:36 +0000 2020,Dr ESHA J,"#AACR20 starts as a virtual meeting with 54,000 ppl

An important meeting held in this format:
Should others follow?

👉No facility/flight expenses
👉Reduced environment impact
👉Reduce $ to register
👉More can participate globally
👉More important information disseminated https://t.co/OPSjKPNWsG"
597,Wed Apr 29 12:09:59 +0000 2020,Dr ESHA J,That wraps up #AACR20 Virtual Annual Meeting I. Thank you to everyone for following along and tweeting with us. https://t.co/9L1H0PhT4Y
598,Wed Apr 29 12:10:07 +0000 2020,Dr ESHA J,"Ben Creelan, MD @MoffittNews : Interesting Phase 1 trial shows durable CRs to adoptive cell transfer using TILs in #NSCLC. Many patients were low/no PDL1 and had oncogene drivers. Looking forward to seeing future work in this area.   #AACR20 #lcsm #lungcancer @EGFRResisters https://t.co/16GBuyBez9"
599,Wed Apr 29 12:10:08 +0000 2020,OncLive.com,WATCH: Dr. Pusztai on Rationale for the I-SPY 2 Trial With Durvalumab/Olaparib Combo in HER2- Breast Cancer @YaleCancer @AACR #bcsm #AACR20 https://t.co/8aJEhb74Lf
600,Wed Apr 29 12:10:10 +0000 2020,Dr ESHA J,IMspire150 just presented at #AACR20 in metastatic #melanoma. Important PFS data up to 12m which may help individualize selection of initial therapies for BRAFmut pts. Longer FU to access who are the long responders (PD1 driven only? or synergistic effect?) is needed. https://t.co/I5gJ5C0BVr
601,Wed Apr 29 12:10:13 +0000 2020,Dr ESHA J,"Unbelievably unacceptable presentation going on by @cityofhope.  Lung cancer is preventable? Tell that to @VirginiaMByrne (dead- no risk factors). Or tell it to me (neversmoker) #aacr20, you can do better. #lcsm https://t.co/13lloILxmU"
602,Wed Apr 29 12:10:18 +0000 2020,Dr ESHA J,"Baller co-fellow, physician-scientist, and desk neighbor @JZimmermanMDPhD presents her work at #AACR20 virtually:
''miR-21 inhibition in mice models of pancreatic cancer''

She talks organoids, I talk OCM, @jaffeejaffee/ @laherda mentor both. Incredible to be at @hopkinskimmel! https://t.co/om7WtTTHj2"
603,Wed Apr 29 12:10:18 +0000 2020,Armando Ruiz Díaz,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
604,Wed Apr 29 12:10:35 +0000 2020,Dr ESHA J,"STK11 and KEAP1 mutations in KEYNOTE-042. STK11 mutation a/w lower PD-L1 expression. Pembro a/w better outcomes compared with chemo, regardless of STK11 or KEAP1 mutation status. Very low ORR with chemo in STK11 mutation+ NSCLC.
#AACR20 @OncoAlert https://t.co/Nqe7NetuCO"
605,Wed Apr 29 12:10:38 +0000 2020,henri brun,Promising research for #braincancer #coloncancer treatment! .@amritasule presented study results at #AACR20 showing #PARP and #ATR #DNA repair inhibitors together are more effective than a PARP inhibitor alone. @RanjitBindra @SmilowCancer @YaleMed @YNHH   https://t.co/XFB6b6peoz https://t.co/qfzig30WOb
606,Wed Apr 29 12:10:41 +0000 2020,Dr ESHA J,"Facing previous data suggesting imunorresistance, this small exploratory analysis of KN042 exhibits IO monotherapy benefit for PDL1 &gt; 1% patients regardless of STK11/KEAP1 status. Nevertheless it seems insufficient to encourage mono IO as 1L for STK11/KEAP1 mut NSCLC. #AACR20 https://t.co/QviVJqAId1"
607,Wed Apr 29 12:10:45 +0000 2020,Dr ESHA J,"What we learned at #AACR20 Day 1: 1. You CAN get 48,000+ participants to register for the world’s largest webinar (can’t wait to see demographic data);
2. KRAS is Undrugged (*yet*), not Undruggable;
3. BRAF is the ultimate Hydra;           4. @AACR really came through👍"
608,Wed Apr 29 12:10:52 +0000 2020,Dr ESHA J,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
609,Wed Apr 29 12:10:55 +0000 2020,Dr ESHA J,WATCH: Dr. Pusztai on Rationale for the I-SPY 2 Trial With Durvalumab/Olaparib Combo in HER2- Breast Cancer @YaleCancer @AACR #bcsm #AACR20 https://t.co/8aJEhb74Lf
610,Wed Apr 29 12:11:04 +0000 2020,Dr ESHA J,Good news for #EGFR #exon20 patients! FDA granted Breakthrough Therapy Designation for @TakedaOncology  mobocertinib (TAK-788) for patients w/ #EGFR #exon20 after platinum-based chemotherapy. Will be discussed tomorrow at #AACR20 #LCSM @EGFRResisters @Exon20Group
611,Wed Apr 29 12:11:10 +0000 2020,Dr ESHA J,"I am not sure what to make of the multiple presentations at #AACR20 that ask for slides to not be posted.  I am looking out for it and not posting images of the slides, but its a bit odd in the setting of a meeting that is completely online with free universal access."
612,Wed Apr 29 12:11:14 +0000 2020,Andres Cervantes,Targeting #EGFR exon 20 insertion with TAK788 leads to ORR of 43% #AACR20 https://t.co/fYp5lEkShc
613,Wed Apr 29 12:11:17 +0000 2020,Dr ESHA J,"#AACR20 Virtual Annual Meeting I: Early Detection and ctDNA Session. Nickolas Papadopoulos presents:  A first-of-its-kind prospective study of a multicancer blood test to screen and manage 10,000 women with no history of cancer. https://t.co/KeMHhirfgU"
614,Wed Apr 29 12:11:20 +0000 2020,Dr ESHA J,"#AACR20 Reminder that #WordsMatter. Just heard ""Many of our pts are metastatic."" Pts don't metastasize. Tumors do. Pts are not their disease so: ""Many of our pts have metastatic dz."" See our lang of respect guide for all speakers at #ASCO20: https://t.co/ne7tIMJLDC #advocacy https://t.co/ZmDYDXNbIP"
615,Wed Apr 29 12:11:38 +0000 2020,Dr ESHA J,#AACR20 Virtual Annual Meeting Program Chair Antoni Ribas opens the special Clinical Plenary Session on COVID-19 and Cancer. https://t.co/2c42aOUazm
616,Wed Apr 29 12:11:49 +0000 2020,Dr ESHA J,Conclusion for TERAVOLT registry presentation on #AACR20 https://t.co/hR3R47wVNK
617,Wed Apr 29 12:11:51 +0000 2020,a beltran,Collaboration #Cuba #US presenting encouraging results of #immunotherapy combination CIMAvax/nivolumab for the treatment of cancer. @centro_cim @RoswellPark
618,Wed Apr 29 12:11:53 +0000 2020,Dr ESHA J,"#AACR20 #COVID19 Dr. Fabrice Barlesi on #COVID19nCancer at Gustave Roussy. Incidence #SARSCoV2 (12%), % asymptomatic (80%), ICU (11%), &amp; death (15%) similar to non-oncology population. Risk factors for poor outcome: ECOG&gt;1, heme malig, adv cancer w/ chemo (not other tx) in 3 mos. https://t.co/st9GCjGirh"
